ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
10017;87;Tops;Tops;TRICOT;224,198,198;Standard;Slim;;Turtle neck;Sleeveless;;;;Thick point;Sin Estampado;Casual Chic;TIME OFF;30/10/2023;24/12/2023;8;180;7;FALSE;29.99;7881;1016
10019;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;229,53,129;Short;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;;TIME OFF;29/5/2023;23/7/2023;8;202;7;FALSE;49.99;3470;2868
10020;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;238,131,102;Short;Straight;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL WORK;8/5/2023;4/6/2023;4;844;7;FALSE;39.99;31755;18103
10022;87;T-shirt;Tops;CIRCULAR;233,227,214;Standard;Slim;;Boat;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;2/10/2023;26/11/2023;8;456;5;FALSE;19.99;19402;6994
10023;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;72,38,58;Maxi;Oversize;;Close-fitting;Sleeveless;;;;;Sin Estampado;;FORMAL EVENT;12/8/2024;6/10/2024;8;121;5;FALSE;49.99;1762;1721
10024;89;Shirt;Tops;WOVEN;233,227,214;Crop;Straight;;Turtle neck;Long;;;Light;;Sin Estampado;;CASUAL WORK;29/7/2024;22/9/2024;8;710;5;FALSE;35.99;30015;8735
10026;89;Trousers;Bottoms;WOVEN;0,0,0;Long;;Regular Waist;;;;;Light;;Sin Estampado;;FORMAL EVENT;4/11/2024;29/12/2024;8;128;8;FALSE;49.99;6894;1634
10027;87;Cardigans;Tops;TRICOT;0,0,0;Standard;Straight;;V-Neck;Long;;;;Fine point;Sin Estampado;Casual Chic;CASUAL WORK;7/8/2023;1/10/2023;8;899;7;FALSE;29.99;40535;14650
10028;88;Tops;Tops;CIRCULAR;29,80,144;Crop;Straight;;;;;;;;Sin Estampado;Lady;TIME OFF;29/4/2024;23/6/2024;8;1015;7;FALSE;22.99;48553;37166
10029;89;Skirts;Bottoms;WOVEN;225,204,175;Crop;Evase;High Waist;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;16/9/2024;8/12/2024;12;49;5;FALSE;39.99;3141;245
10030;89;Trousers;Bottoms;WOVEN;0,0,0;Crop;Straight;Regular Waist;;;;;;;Sin Estampado;Expert;FORMAL WORK;19/8/2024;10/11/2024;12;1227;12;TRUE;29.99;48034;19794
10032;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Short;Oversize;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;21/11/2022;12/3/2023;16;137;5;FALSE;25.99;6292;3771
10033;87;Dresses;Dresses, jumpsuits and Complete set;TRICOT;186,186,186;Long;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;Lady;TIME OFF;9/10/2023;3/12/2023;8;767;7;FALSE;39.99;20385;9821
10035;87;Shirt;Tops;WOVEN;29,80,144;Standard;Slim;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;4/9/2023;29/10/2023;8;424;5;FALSE;29.99;22619;6384
10036;87;Jackets;Outerwear;SYNTHETIC LEATHER;0,0,0;Short;Slim;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Lady;TIME OFF;4/9/2023;12/11/2023;10;1175;11;FALSE;69.99;119359;39957
10037;87;Trousers;Bottoms;SYNTHETIC LEATHER;233,227,214;Crop;5 pockets;Regular Waist;;;;;Medium;;Sin Estampado;Casual Chic;CASUAL WORK;7/8/2023;15/10/2023;10;59;6;FALSE;35.99;6658;586
10038;88;Shirt;Tops;WOVEN;242,240,235;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;;FORMAL WORK;27/11/2023;17/3/2024;16;1186;11;TRUE;25.99;57213;48876
10039;89;Trousers;Bottoms;WOVEN;29,80,144;Long;Straight;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;27/5/2024;21/7/2024;8;489;5;FALSE;29.99;19913;13888
10040;87;Intimate;Accesories, Swim and Intimate;CIRCULAR;0,0,0;;;;;;;;;;Sin Estampado;Expert;CASUAL EVENT;13/11/2023;7/1/2024;8;64;3;FALSE;25.99;1681;709
10041;86;Trousers;Bottoms;WOVEN;243,242,238;Crop;Culotte;Adjustable / Rubber;;;;;Light;;Sin Estampado;;CASUAL WORK;14/11/2022;19/3/2023;18;164;5;FALSE;25.99;15128;6413
10042;87;Skirts;Bottoms;CIRCULAR;245,244,238;Long;Straight;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;6/11/2023;31/12/2023;8;415;7;FALSE;39.99;8959;4793
10043;89;Shirt;Tops;WOVEN;129,105,81;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;Expert;CASUAL EVENT;4/11/2024;15/12/2024;6;173;3;FALSE;45.99;7075;765
10044;87;Sweater;Tops;TRICOT;242,160,157;Standard;Straight;;Rounded Neck;Short;;;;Fine point;Sin Estampado;Lady;TIME OFF;6/11/2023;31/12/2023;8;256;7;FALSE;29.99;6899;4769
10045;89;Jeans;Bottoms;JEANS;189,22,62;Long;Straight;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;16/9/2024;10/11/2024;8;238;8;FALSE;39.99;20825;1578
10046;86;Trousers;Bottoms;WOVEN;235,205,207;;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;30/1/2023;7/5/2023;14;1028;11;FALSE;29.99;43093;16421
10047;87;Skirts;Bottoms;SYNTHETIC LEATHER;242,160,157;Mini/Micro;;Regular Waist;;;;;;;Sin Estampado;Wow;TIME OFF;6/11/2023;31/12/2023;8;452;7;FALSE;29.99;13092;6019
10048;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;Straight;;Low cut;Fine Strap;;;Light;;Sin Estampado;;FORMAL EVENT;6/11/2023;3/12/2023;4;175;4;FALSE;69.99;4377;2054
10049;89;Jeans;Bottoms;JEANS;63,102,137;Crop;Flared / Bootcut;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;17/6/2024;20/10/2024;18;1050;12;TRUE;25.99;128043;52993
10050;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Midi;Slim;;Close-fitting;Short;;;Light;;Flores;;TIME OFF;13/3/2023;4/6/2023;12;702;11;TRUE;25.99;45618;20167
10051;89;Shirt;Tops;WOVEN;97,91,78;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;;FORMAL WORK;9/9/2024;3/11/2024;8;224;3;FALSE;39.99;13288;749
10052;87;Cardigans;Tops;TRICOT;61,40,49;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Ideal;CASUAL WORK;7/8/2023;1/10/2023;8;927;11;FALSE;39.99;30245;22591
10055;89;Jackets;Outerwear;WOVEN;156,116,71;Long;Oversize;;Shirt-style collar;Long;;;;;Sin Estampado;;TIME OFF;30/9/2024;24/11/2024;8;98;3;FALSE;59.99;5320;307
10059;87;Trousers;Bottoms;SYNTHETIC LEATHER;155,124,83;;;High Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL EVENT;9/10/2023;5/11/2023;4;153;7;FALSE;39.99;13059;887
10060;87;Skirts;Bottoms;WOVEN;49,47,72;Long;Evase;;;;;;;;Sin Estampado;Lady;FORMAL WORK;26/6/2023;12/11/2023;20;135;5;FALSE;25.99;7308;3130
10061;89;Tops;Tops;CIRCULAR;189,22,62;Standard;Slim;;Close-fitting;Wide Strap;;;Light;;Sin Estampado;;TIME OFF;20/5/2024;6/10/2024;20;586;7;FALSE;12.99;30889;18457
10062;87;Trousers;Bottoms;WOVEN;216,112,96;Long;Straight;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;6/11/2023;31/12/2023;8;199;5;FALSE;59.99;3834;1938
10063;89;Sweater;Tops;TRICOT;0,0,0;Standard;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;26/8/2024;20/10/2024;8;1210;9;TRUE;29.99;91074;36255
10064;87;Shirt;Tops;WOVEN;29,80,144;Standard;Straight;;Shirt-style collar;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;10/7/2023;3/9/2023;8;823;7;FALSE;22.99;36993;14187
10066;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Long;Evase;;Wrap collar;Sleeveless;;;Light;;Flores;;TIME OFF;12/8/2024;8/9/2024;4;628;11;TRUE;29.99;27139;1881
10067;89;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;225,204,175;Short;;;;;;;;;Sin Estampado;Authentic;CASUAL WORK;30/9/2024;8/12/2024;10;100;5;FALSE;45.99;3807;382
10068;89;Vest;Outerwear;JEANS;45,57,78;Crop;Slim;;V-Neck;;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;30/9/2024;24/11/2024;8;56;4;FALSE;29.99;5188;323
10069;86;Intimate;Accesories, Swim and Intimate;WOVEN;233,227,214;;;;;;;;;;Sin Estampado;;TIME OFF;30/1/2023;21/5/2023;16;56;3;FALSE;29.99;394;47
10070;86;Trousers;Bottoms;WOVEN;197,213,99;Crop;Straight;High Waist;;;;;Light;;Sin Estampado;;CASUAL WORK;20/2/2023;14/5/2023;12;92;5;FALSE;45.99;3210;416
10073;89;Shirt;Tops;WOVEN;245,244,238;Standard;Regular;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;12/8/2024;3/11/2024;12;56;4;FALSE;29.99;4585;270
10074;87;Sweatshirts;Tops;CIRCULAR;79,132,84;Standard;Regular;;Rounded Neck;Long;;;Light;;Sin Estampado;Casual Chic;TIME OFF;2/10/2023;24/12/2023;12;618;7;FALSE;25.99;27217;8599
10075;86;Jeans;Bottoms;JEANS;63,102,137;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;27/2/2023;23/4/2023;8;65;8;FALSE;35.99;2275;1082
10076;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;229,53,129;Short;Slim;;;Fine Strap;;;Light;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;973;5;FALSE;22.99;30538;17941
10077;88;Dresses;Dresses, jumpsuits and Complete set;TRICOT;243,242,238;Long;Straight;;Low cut;Long;;;;Midpoint;Sin Estampado;Casual Chic;TIME OFF;6/5/2024;30/6/2024;8;172;3;FALSE;49.99;4901;4792
10078;88;Intimate;Accesories, Swim and Intimate;TRICOT;225,204,175;;;;;;;;;Thick point;Sin Estampado;Authentic;TIME OFF;20/11/2023;25/2/2024;14;101;3;FALSE;39.99;12509;2224
10079;89;Tops;Tops;CIRCULAR;0,0,0;Standard;Straight;;Rounded Neck;Fine Strap;;;Light;;Sin Estampado;;CASUAL EVENT;11/11/2024;5/1/2025;8;941;7;FALSE;25.99;24328;4842
10081;89;Shirt;Tops;WOVEN;0,0,0;Standard;Slim;;Off Shoulder;Long;;;Light;;Sin Estampado;;CASUAL EVENT;28/10/2024;22/12/2024;8;827;7;FALSE;39.99;16990;6798
10082;87;Intimate;Accesories, Swim and Intimate;CIRCULAR;245,244,238;;;;;;;;;;Sin Estampado;Lady;TIME OFF;2/10/2023;29/10/2023;4;101;4;FALSE;29.99;2703;210
10084;87;Vest;Outerwear;WOVEN;162,130,120;Standard;Slim;;;;;;;;Sin Estampado;Casual Chic;FORMAL WORK;4/9/2023;15/10/2023;6;78;7;FALSE;35.99;9589;978
10086;88;Jeans;Bottoms;JEANS;243,242,238;Crop;Straight;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;22/4/2024;19/5/2024;4;373;6;FALSE;39.99;13037;1960
10087;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;157,157,196;Short;Slim;;Word honor;Fine Strap;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;30/10/2023;24/12/2023;8;367;3;FALSE;39.99;10816;6597
10088;86;Shirt;Tops;WOVEN;247,172,105;;;;Shirt-style collar;Long;;;Light;;Sin Estampado;;FORMAL EVENT;20/3/2023;30/4/2023;6;28;5;FALSE;150.0;659;155
10089;86;T-shirt;Tops;CIRCULAR;129,105,81;Standard;Slim;;Rounded Neck;Short;;;Light;;Sin Estampado;;TIME OFF;13/3/2023;4/6/2023;12;553;7;FALSE;12.99;26672;7626
10090;86;Tops;Tops;CIRCULAR;245,244,238;Standard;Slim;;Rounded Neck;Fine Strap;;;Light;;Sin Estampado;Authentic;TIME OFF;5/6/2023;16/7/2023;6;322;7;FALSE;12.99;19065;2774
10092;87;T-shirt;Tops;CIRCULAR;245,244,238;;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;30/10/2023;24/12/2023;8;282;7;FALSE;15.99;24216;3479
10093;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;61,40,49;Short;Evase;;Shirt-style collar;Short;;;Light;;Sin Estampado;;TIME OFF;2/1/2023;26/3/2023;12;130;5;FALSE;25.99;5350;430
10095;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,244,238;Long;Evase;;Low cut;Fine Strap;;;Medium;;Sin Estampado;;FORMAL WORK;20/5/2024;14/7/2024;8;902;7;FALSE;49.99;30672;23277
10096;88;Sweater;Tops;TRICOT;233,227,214;Crop;Oversize;;Perkins;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;19/2/2024;14/4/2024;8;400;4;FALSE;35.99;12165;2991
10097;89;Skirts;Bottoms;CIRCULAR;0,0,0;Short;Straight;;;;;;Light;;Sin Estampado;Lady;CASUAL WORK;23/9/2024;17/11/2024;8;265;3;FALSE;25.99;13406;1358
10098;86;Tops;Tops;TRICOT;233,227,214;Standard;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;;CASUAL WORK;28/11/2022;19/2/2023;12;94;3;FALSE;25.99;2935;747
10099;88;Jackets;Outerwear;LEATHER;0,0,0;Standard;Oversize;;;Long;;;Heavy;;Sin Estampado;;TIME OFF;29/1/2024;5/5/2024;14;355;7;FALSE;99.99;9882;3386
10101;89;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Midi;Evase;;V-Neck;Long;;;Light;;Sin Estampado;Authentic;CASUAL WORK;30/9/2024;24/11/2024;8;736;5;FALSE;35.99;32555;6053
10103;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;43,42,113;Short;Evase;;Wrap collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;23/10/2023;17/12/2023;8;1178;11;FALSE;29.99;44088;20902
10104;87;Shirt;Tops;CIRCULAR;235,205,207;Standard;Straight;;V-Neck;Short;;;Light;;Sin Estampado;Lady;TIME OFF;10/7/2023;1/10/2023;12;550;7;FALSE;19.99;28400;15920
10105;89;Jeans;Bottoms;JEANS;245,244,238;Ankle brace;Culotte;High Waist;;;;;;;Sin Estampado;;TIME OFF;20/5/2024;25/8/2024;14;729;8;FALSE;29.99;74997;21424
10107;89;Skirts;Bottoms;WOVEN;0,0,0;Long;Evase;;Close-fitting;;;;Medium;;Sin Estampado;Lady;CASUAL WORK;14/10/2024;8/12/2024;8;353;6;FALSE;49.99;9744;3133
10108;88;Sweater;Tops;TRICOT;229,77,78;Standard;Oversize;;Turtle neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;27/11/2023;4/2/2024;10;617;7;FALSE;29.99;23074;17274
10109;89;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;Expert;CASUAL WORK;7/10/2024;1/12/2024;8;649;11;TRUE;29.99;28535;13584
10110;88;Blazers;Outerwear;WOVEN;225,204,175;Standard;;;Flap;Long;;;Medium;;Sin Estampado;;FORMAL WORK;15/4/2024;9/6/2024;8;542;7;FALSE;69.99;18986;3787
10111;86;Trousers;Bottoms;CIRCULAR;133,65,142;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;FORMAL WORK;6/3/2023;28/5/2023;12;108;5;FALSE;39.99;3810;814
10112;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;197,213,99;Short;Straight;;Wrap collar;Short;;;Light;;Sin Estampado;Wow;CASUAL WORK;1/5/2023;11/6/2023;6;893;7;FALSE;27.99;43752;7674
10113;87;Leggings and joggers;Bottoms;CIRCULAR;145,145,144;Long;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Authentic;CASUAL WORK;13/11/2023;3/3/2024;16;262;5;FALSE;25.99;7247;3092
10114;88;Shorts;Bottoms;JEANS;34,38,47;Short;Slouchy;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;27/5/2024;23/6/2024;4;155;7;FALSE;29.99;11019;1571
10115;87;Trousers;Bottoms;CIRCULAR;193,163,124;Long;Palazzo;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Lady;CASUAL EVENT;25/9/2023;3/12/2023;10;86;5;FALSE;39.99;3370;342
10116;87;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Relaxed;;Rounded Neck;Short;;;Medium;;Sin Estampado;Authentic;TIME OFF;26/6/2023;15/10/2023;16;153;5;FALSE;17.99;4578;2329
10117;86;Blazers;Outerwear;WOVEN;235,205,207;Standard;Straight;;Flap;Long;;;Light;;Sin Estampado;Lady;FORMAL EVENT;13/3/2023;7/5/2023;8;878;11;FALSE;69.99;41811;9157
10120;88;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Close-fitting;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;27/11/2023;4/2/2024;10;756;11;FALSE;25.99;28434;15830
10121;86;Sweater;Tops;TRICOT;242,160,157;Standard;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;TIME OFF;12/12/2022;5/2/2023;8;427;11;FALSE;29.99;15094;12046
10122;88;Shirt;Tops;WOVEN;183,118,110;Standard;Regular;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;TIME OFF;11/3/2024;19/5/2024;10;1177;7;FALSE;29.99;82899;21752
10123;86;Trousers;Bottoms;WOVEN;29,80,144;Crop;Straight;Adjustable / Rubber;;;;;Light;;Flores;Authentic;TIME OFF;24/4/2023;18/6/2023;8;943;7;TRUE;22.99;46362;31010
10124;87;Shirt;Tops;WOVEN;156,116,71;Standard;Oversize;;Shirt-style collar;Short;;;Light;;Sin Estampado;Expert;CASUAL WORK;21/8/2023;29/10/2023;10;74;5;FALSE;35.99;2723;449
10125;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;133,65,142;Long;Straight;;Wrap collar;Short;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/3/2023;21/5/2023;8;611;11;TRUE;49.99;29205;21264
10126;87;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;42,49,66;Long;Straight;;Wrap collar;Long;;;Light;;Sin Estampado;;FORMAL EVENT;11/9/2023;5/11/2023;8;751;7;FALSE;59.99;30783;5027
10127;86;T-shirt;Tops;CIRCULAR;245,244,238;Standard;Regular;;Rounded Neck;Short;;;Light;;Sin Estampado;;TIME OFF;28/11/2022;22/1/2023;8;170;7;FALSE;17.99;14140;1147
10129;87;Shorts;Bottoms;WOVEN;229,53,129;Short;Straight;;;;;;;;Sin Estampado;Casual Chic;FORMAL WORK;5/6/2023;27/8/2023;12;329;12;FALSE;27.99;10063;7917
10131;86;Coats;Outerwear;WOVEN;216,209,195;Long;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Ideal;FORMAL WORK;28/11/2022;22/1/2023;8;184;7;FALSE;179.99;3596;1818
10132;88;T-shirt;Tops;CIRCULAR;225,204,175;Standard;Regular;;;;;;;;Sin Estampado;Authentic;TIME OFF;15/4/2024;9/6/2024;8;254;5;FALSE;15.99;24143;7245
10133;88;Skirts;Bottoms;WOVEN;0,0,0;Midi;Straight;Regular Waist;;;;;;;Sin Estampado;;TIME OFF;1/4/2024;23/6/2024;12;189;6;FALSE;35.99;12957;854
10136;89;Jeans;Bottoms;JEANS;63,102,137;Long;Wide leg;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;19/8/2024;15/9/2024;4;266;8;FALSE;35.99;24385;2026
10137;88;Swimwear;Accesories, Swim and Intimate;CIRCULAR;245,244,238;;Brazilian;;;;;;;;Sin Estampado;Cosmopolitan;TIME OFF;1/4/2024;7/7/2024;14;79;4;FALSE;15.99;5166;2209
10138;87;Sweater;Tops;TRICOT;79,132,84;Standard;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;Casual Chic;TIME OFF;28/8/2023;19/11/2023;12;721;7;FALSE;29.99;33327;12557
10139;89;Tops;Tops;CIRCULAR;245,244,238;Crop;Slim;;Rounded Neck;Sleeveless;;;Medium;;Sin Estampado;;TIME OFF;8/7/2024;1/9/2024;8;151;5;FALSE;12.99;6650;2373
10140;88;Shirt;Tops;WOVEN;170,67,46;Standard;Straight;;Shirt-style collar;Long;;;Light;;Figurativo;;FORMAL WORK;27/11/2023;4/2/2024;10;1142;11;TRUE;19.99;107911;29174
10141;88;Sweater;Tops;TRICOT;242,160,157;Medium;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;;TIME OFF;11/12/2023;4/2/2024;8;610;7;FALSE;29.99;18552;5425
10143;86;Shirt;Tops;WOVEN;127,111,173;Standard;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;;TIME OFF;20/2/2023;14/5/2023;12;146;5;FALSE;29.99;3293;2403
10144;89;Tops;Tops;TRICOT;30,40,101;Crop;Slim;;Low cut;Wide Strap;;;;Fine point;Sin Estampado;;TIME OFF;22/7/2024;15/9/2024;8;115;3;FALSE;17.99;5418;976
10145;89;Skirts;Bottoms;TRICOT;0,0,0;Long;Straight;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;;CASUAL EVENT;7/10/2024;1/12/2024;8;297;3;FALSE;39.99;8019;1372
10147;89;Jackets;Outerwear;WOVEN;159,179,193;Standard;Straight;;Shirt-style collar;Long;;;;;Sin Estampado;;TIME OFF;29/7/2024;20/10/2024;12;98;5;FALSE;35.99;3202;559
10148;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Long;Evase;;Boat;Sleeveless;;;Light;;Sin Estampado;Authentic;CASUAL WORK;20/11/2023;11/2/2024;12;85;5;FALSE;39.99;5630;1584
10151;88;Trousers;Bottoms;WOVEN;0,0,0;Crop;Culotte;Regular Waist;;;;;Light;;Flores;;CASUAL WORK;8/4/2024;2/6/2024;8;1096;11;TRUE;27.99;54058;25291
10152;89;Vest;Outerwear;CIRCULAR;0,0,0;Crop;Oversize;;Shirt-style collar;;;;;;Sin Estampado;Lady;TIME OFF;23/9/2024;1/12/2024;10;132;5;FALSE;39.99;5004;1148
10154;89;Jeans;Bottoms;JEANS;45,57,78;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;2/9/2024;27/10/2024;8;416;8;FALSE;39.99;25855;9658
10157;89;Tops;Tops;CIRCULAR;49,47,72;Standard;Straight;;V-Neck;Wide Strap;;;Light;;Sin Estampado;Authentic;TIME OFF;27/5/2024;4/8/2024;10;661;7;FALSE;15.99;40037;29003
10158;89;Shirt;Tops;WOVEN;79,132,84;Crop;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;;CASUAL WORK;22/7/2024;15/9/2024;8;361;5;FALSE;29.99;15609;3822
10162;86;Blazers;Outerwear;WOVEN;0,0,0;Standard;Straight;;Regular;;;;Medium;;Sin Estampado;Ideal;FORMAL WORK;13/2/2023;12/3/2023;4;202;7;FALSE;69.99;10473;711
10163;86;Skirts;Bottoms;WOVEN;0,0,0;Short;;Low Waist;;;;;Medium;;Sin Estampado;Lady;FORMAL EVENT;30/1/2023;26/3/2023;8;750;7;FALSE;29.99;22734;6496
10164;89;Shirt;Tops;WOVEN;245,244,238;Crop;Slim;;Rounded Neck;Short;;;Light;;Sin Estampado;;TIME OFF;29/7/2024;22/9/2024;8;264;3;FALSE;35.99;12081;2955
10165;87;Skirts;Bottoms;JEANS;63,102,137;Maxi;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;24/7/2023;15/10/2023;12;812;7;FALSE;35.99;44508;5642
10166;86;Coats;Outerwear;WOVEN;61,40,49;Medium;Regular;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;28/11/2022;19/2/2023;12;991;11;TRUE;89.99;26649;7154
10168;86;Jumpsuit;Dresses, jumpsuits and Complete set;JEANS;63,102,137;Long;Straight;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;27/2/2023;23/4/2023;8;79;7;FALSE;59.99;1771;1071
10169;86;Trousers;Bottoms;WOVEN;243,242,238;Long;Straight;Regular Waist;;;;;Light;;Flores;Lady;FORMAL WORK;10/4/2023;21/5/2023;6;598;8;FALSE;39.99;25890;6702
10170;88;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Long;Straight;;V-Neck;Wide Strap;;;Medium;;Sin Estampado;Lady;TIME OFF;20/11/2023;11/2/2024;12;109;5;FALSE;39.99;7785;1378
10171;87;Coats;Outerwear;SYNTHETIC LEATHER;81,77,50;Long;Slim;;Flap;;;;Heavy;;Sin Estampado;Wow;CASUAL EVENT;16/10/2023;10/12/2023;8;203;7;FALSE;119.99;2955;5514
10172;87;Dresses;Dresses, jumpsuits and Complete set;TRICOT;54,31,18;Long;Evase;;Halter;Sleeveless;;;;Midpoint;Sin Estampado;Lady;TIME OFF;16/10/2023;10/12/2023;8;173;3;FALSE;69.99;5862;869
10174;87;Skirts;Bottoms;WOVEN;96,120,103;Long;Evase;Adjustable / Rubber;;;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;21/8/2023;29/10/2023;10;77;5;FALSE;35.99;2866;498
10175;87;Skirts;Bottoms;WOVEN;203,202,189;Long;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Ideal;FORMAL EVENT;6/11/2023;31/12/2023;8;394;6;FALSE;39.99;13940;7510
10177;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Midi;Evase;;;;;;;;Sin Estampado;Ideal;TIME OFF;25/3/2024;19/5/2024;8;895;7;FALSE;25.99;56244;39363
10178;89;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;159,179,193;Crop;Slim;;Shirt-style collar;Sleeveless;;;;;Sin Estampado;;TIME OFF;29/7/2024;20/10/2024;12;132;5;FALSE;39.99;6712;989
10179;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Long;Evase;;Low cut;Fine Strap;;;Light;;Sin Estampado;;TIME OFF;3/6/2024;14/7/2024;6;126;4;FALSE;79.99;6603;1172
10181;88;Dresses;Dresses, jumpsuits and Complete set;TRICOT;216,209,195;Short;Oversize;;Turtle neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;27/11/2023;4/2/2024;10;1110;7;FALSE;29.99;45766;34965
10182;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;42,49,66;Long;Straight;;Low cut;Sleeveless;;;Medium;;Sin Estampado;Lady;FORMAL EVENT;24/4/2023;4/6/2023;6;22;4;FALSE;180.0;1332;97
10183;86;Trousers;Bottoms;WOVEN;189,22,62;;;High Waist;;;;;Light;;Sin Estampado;Authentic;FORMAL EVENT;20/3/2023;30/4/2023;6;67;6;FALSE;180.0;826;436
10185;87;Intimate;Accesories, Swim and Intimate;WOVEN;225,204,175;Long;;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;4/9/2023;24/12/2023;16;46;3;FALSE;29.99;836;259
